


2022-12-03 00:02:54:748877  ->     Device used:genmet0

2022-12-03 00:02:54:748877  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-03 00:04:39:850100  ->      39.4    46.6           0.4361154083   0.4611791138   0.7727335735           0.9414705448   0.2316139420 +0.2449248765 *i
2022-12-03 00:04:40:402416  ->      44.2    34.1           0.5772947684   0.3908579423   0.7169106077           0.9265286309   0.3115363892 +0.2109259926 *i
2022-12-03 00:04:40:954932  ->      42.5    41.1           0.5091000487   0.4441162788   0.7372773368           0.9320078693   0.2731200376 +0.2382577945 *i
2022-12-03 00:04:41:507065  ->      37.7    37.9           0.4825462549   0.3756520102   0.7912235330           0.9463676698   0.2549465024 +0.1984704371 *i
2022-12-03 00:04:42:059692  ->      36.5    35.1           0.4866540949   0.3420262264   0.8038568606           0.9496991262   0.2562148798 +0.1800708335 *i
2022-12-03 00:04:42:611895  ->      37.6    43.7           0.4411149077   0.4215385619   0.7922896434           0.9466492601   0.2329875099 +0.2226477005 *i
2022-12-03 00:04:43:164247  ->      42.1    42.5           0.4942903522   0.4529336587   0.7419758410           0.9332673360   0.2648171285 +0.2426601903 *i
2022-12-03 00:04:43:716496  ->      37.6    48.2           0.4066815633   0.4548485760   0.7922896434           0.9466492601   0.2148005499 +0.2402413413 *i
2022-12-03 00:04:44:268607  ->      40.6    37.9           0.5135155777   0.3997609703   0.7592713073           0.9378889346   0.2737614011 +0.2131174361 *i
2022-12-03 00:04:44:820676  ->      40.6    43.2           0.4743939879   0.4454856070   0.7592713073           0.9378889346   0.2529052057 +0.2374937962 *i
2022-12-03 00:04:45:372872  ->      40.2    59.1           0.3314691491   0.5538445900   0.7637960286           0.9390942521   0.1764834298 +0.2948823234 *i
2022-12-03 00:04:45:924733  ->      37.6    49.3           0.3978746875   0.4625719988   0.7922896434           0.9466492601   0.2101489455 +0.2443206889 *i
2022-12-03 00:04:46:477425  ->      40.1    25.4           0.5818596077   0.2762872551   0.7649214009           0.9393937941   0.3096995165 +0.1470561424 *i
2022-12-03 00:04:47:029582  ->      39.9    50.7           0.4062819274   0.4963795174   0.7671651518           0.9399907318   0.2161095390 +0.2640342615 *i
2022-12-03 00:04:47:581933  ->      40.8    39.1           0.5070847120   0.4120965670   0.7569950557           0.9372819895   0.2705080849 +0.2198359574 *i
2022-12-03 00:04:48:134353  ->      38.9    59.0           0.3234248843   0.5382693991   0.7782431485           0.9429324336   0.1714995014 +0.2854231013 *i
2022-12-03 00:04:48:686697  ->      39.1    46.8           0.4317272988   0.4597428777   0.7760464071           0.9423498308   0.2290695476 +0.2439342921 *i
2022-12-03 00:04:49:238638  ->      45.5    53.3           0.4262564045   0.5718668384   0.7009092643           0.9222009717   0.2311081953 +0.3100554304 *i
2022-12-03 00:04:49:791059  ->      35.7    32.3           0.4932451141   0.3118166173   0.8120835269           0.9518622608   0.2590947947 +0.1637929300 *i
2022-12-03 00:04:50:343199  ->      40.1    38.0           0.5075763469   0.3965621042   0.7649214009           0.9393937941   0.2701616458 +0.2110734107 *i
2022-12-03 00:04:50:895230  ->      39.1    36.0           0.5102274462   0.3707019386   0.7760464071           0.9423498308   0.2707208244 +0.1966901922 *i
2022-12-03 00:04:51:447654  ->      38.1    38.0           0.4862309050   0.3798852172   0.7869350220           0.9452341038   0.2572013129 +0.2009476889 *i
2022-12-03 00:04:51:999874  ->      34.6    44.3           0.4064016422   0.3965907513   0.8231363685           0.9547607995   0.2128290366 +0.2076911576 *i
2022-12-03 00:04:52:552207  ->      35.2    40.1           0.4409254148   0.3712936758   0.8171448983           0.9531906678   0.2312892004 +0.1947635916 *i
2022-12-03 00:04:53:104449  ->      37.2    34.9           0.4958630982   0.3459188887   0.7965299180           0.9477684100   0.2615950758 +0.1824912526 *i
2022-12-03 00:04:53:656713  ->      40.0    41.0           0.4851179671   0.4217066151   0.7660444431           0.9396926208   0.2581258788 +0.2243854031 *i
2022-12-03 00:04:54:208902  ->      37.3    42.7           0.4453497198   0.4109568935   0.7954734809           0.9474897047   0.2350155984 +0.2168661524 *i
2022-12-03 00:04:54:761295  ->      37.5    56.6           0.3351114420   0.5082231782   0.7933533403           0.9469301295   0.1769462348 +0.2683530508 *i
2022-12-03 00:04:55:313447  ->      35.4    41.5           0.4338559480   0.3838433183   0.8151277957           0.9526614813   0.2277073003 +0.2014584015 *i
2022-12-03 00:04:55:865812  ->      45.8    38.3           0.5626145047   0.4443261623   0.6971651029           0.9211854056   0.3053752813 +0.2411708651 *i
2022-12-03 00:04:56:417905  ->      39.5    54.2           0.3720788368   0.5159000305   0.7716245834           0.9411760153   0.1976669777 +0.2740720238 *i
2022-12-03 00:04:56:970211  ->      38.3    45.5           0.4344088652   0.4420576728   0.7847763705           0.9446630009   0.2299279557 +0.2339763875 *i
2022-12-03 00:04:57:522235  ->      39.1    31.7           0.5365859834   0.3314022578   0.7760464071           0.9423498308   0.2847063616 +0.1758382328 *i
2022-12-03 00:04:58:074563  ->      46.2    52.6           0.4383797246   0.5733768777   0.6921431739           0.9198214973   0.2382960857 +0.3116783416 *i
2022-12-03 00:04:58:630057  ->      37.2    52.0           0.3722283830   0.4764306041   0.7965299180           0.9477684100   0.1963709589 +0.2513433657 *i
2022-12-03 00:04:59:181547  ->      43.3    43.2           0.4999400634   0.4694749687   0.7277727577           0.9294548826   0.2689426204 +0.2525539311 *i
2022-12-03 00:04:59:733469  ->      38.8    38.2           0.4924209245   0.3874970575   0.7793379649           0.9432226579   0.2610311151 +0.2054112326 *i
2022-12-03 00:05:00:285737  ->      43.3    43.7           0.4958241372   0.4738198372   0.7277727577           0.9294548826   0.2667284591 +0.2548912519 *i
2022-12-03 00:05:00:838297  ->      42.6    36.0           0.5476041626   0.3978577126   0.7360970871           0.9316912276   0.2938764187 +0.2135137161 *i
2022-12-03 00:05:01:390656  ->      43.3    43.4           0.4982982441   0.4712172250   0.7277727577           0.9294548826   0.2680594042 +0.2534911773 *i
2022-12-03 00:05:01:942415  ->      37.0    36.8           0.4818921685   0.3605014008   0.7986355100           0.9483236552   0.2540757925 +0.1900729771 *i
2022-12-03 00:05:02:494575  ->      41.7    36.1           0.5374993970   0.3919513018   0.7466381823           0.9345154312   0.2875818735 +0.2097083091 *i
2022-12-03 00:05:03:046577  ->      40.8    44.4           0.4668511699   0.4571744425   0.7569950557           0.9372819895   0.2490452047 +0.2438830830 *i
2022-12-03 00:05:03:599095  ->      45.1    41.5           0.5305151737   0.4693601774   0.7058715707           0.9235452265   0.2872166725 +0.2541078466 *i
2022-12-03 00:05:04:151323  ->      34.9    44.6           0.4073827640   0.4017339718   0.8201518759           0.9539790029   0.2135176785 +0.2105570304 *i
2022-12-03 00:05:04:703299  ->      40.6    36.8           0.5210953312   0.3898291134   0.7592713073           0.9378889346   0.2778022599 +0.2078226425 *i
2022-12-03 00:05:05:255206  ->      39.1    44.4           0.4506006341   0.4412607422   0.7760464071           0.9423498308   0.2390835226 +0.2341278832 *i
2022-12-03 00:05:05:807299  ->      37.6    62.7           0.2798428076   0.5421855071   0.7922896434           0.9466492601   0.1478070175 +0.2863708503 *i
2022-12-03 00:05:06:359783  ->      35.3    48.7           0.3813869959   0.4341237075   0.8161375901           0.9529264374   0.2001135560 +0.2277844808 *i
2022-12-03 00:05:06:912053  ->      43.9    26.4           0.6210881722   0.3083108462   0.7205511117           0.9275104074   0.3348146647 +0.1662034429 *i
2022-12-03 00:05:07:464672  ->      38.4    50.0           0.3992660969   0.4758268054   0.7836934573           0.9443763702   0.2113914058 +0.2519264673 *i
2022-12-03 00:05:08:016563  ->      36.7    37.7           0.4728550802   0.3654639373   0.8017756442           0.9491511061   0.2490936781 +0.1925214726 *i
2022-12-03 00:05:08:568710  ->      41.5    51.5           0.4124906785   0.5185718546   0.7489557208           0.9351352097   0.2205513568 +0.2772710562 *i
2022-12-03 00:05:09:120758  ->      42.4    51.5           0.4197631058   0.5277145487   0.7384553406           0.9323238012   0.2251165878 +0.2830103383 *i
2022-12-03 00:05:09:673138  ->      38.5    48.5           0.4124906785   0.4662358984   0.7826081569           0.9440890204   0.2184596313 +0.2469236949 *i
2022-12-03 00:05:10:225305  ->      40.8    50.3           0.4173840531   0.5027415220   0.7569950557           0.9372819895   0.2226566059 +0.2681911781 *i
2022-12-03 00:05:10:777592  ->      42.3    38.2           0.5288915229   0.4161965885   0.7396310950           0.9326390231   0.2835456751 +0.2231284442 *i
2022-12-03 00:05:11:331636  ->      37.2    37.8           0.4777270211   0.3705630621   0.7965299180           0.9477684100   0.2520272970 +0.1954924105 *i
2022-12-03 00:05:11:883942  ->      38.7    39.2           0.4845283506   0.3951716801   0.7804304073           0.9435121640   0.2567684706 +0.2094152546 *i
2022-12-03 00:05:12:436319  ->      37.8    45.5           0.4295922321   0.4371562313   0.7901550124           0.9460853588   0.2270367193 +0.2310342440 *i
2022-12-03 00:05:12:988266  ->      38.0    40.6           0.4674540932   0.4006566147   0.7880107536           0.9455185756   0.2471945583 +0.2118713609 *i
2022-12-03 00:05:13:540196  ->      37.0    34.3           0.4971583642   0.3391384422   0.7986355100           0.9483236552   0.2621248355 +0.1788094393 *i
2022-12-03 00:05:14:092569  ->      39.2    39.7           0.4862830642   0.4037199783   0.7749444887           0.9420574528   0.2580962885 +0.2142756671 *i
2022-12-03 00:05:14:644852  ->      42.1    42.2           0.4966551208   0.4503393636   0.7419758410           0.9332673360   0.2660840585 +0.2412702911 *i
2022-12-03 00:05:15:197190  ->      37.2    59.4           0.3077659894   0.5204038677   0.7965299180           0.9477684100   0.1623634984 +0.2745416824 *i
2022-12-03 00:05:15:749654  ->      39.1    43.6           0.4567176734   0.4349263626   0.7760464071           0.9423498308   0.2423291534 +0.2307669341 *i
2022-12-03 00:05:16:302103  ->      39.2    35.3           0.5158228719   0.3652229514   0.7749444887           0.9420574528   0.2737746357 +0.1938432472 *i
2022-12-03 00:05:16:854460  ->      36.4    52.2           0.3637106214   0.4688929077   0.8048937974           0.9499720515   0.1914322747 +0.2467930014 *i
2022-12-03 00:05:17:410508  ->      37.9    37.9           0.4847226749   0.3773463071   0.7890840848           0.9458023273   0.2562494619 +0.1994847634 *i
2022-12-03 00:05:17:962393  ->      40.2    58.8           0.3343645156   0.5521014375   0.7637960286           0.9390942521   0.1780250038 +0.2939542204 *i
2022-12-03 00:05:18:515001  ->      33.6    43.4           0.4020802828   0.3802284221   0.8329212407           0.9573194975   0.2100031828 +0.1985901379 *i
2022-12-03 00:05:19:067137  ->      38.3    53.3           0.3703955350   0.4969237325   0.7847763705           0.9446630009   0.1960463862 +0.2630164048 *i
2022-12-03 00:05:19:619134  ->      43.9    30.2           0.5992897278   0.3487949507   0.7205511117           0.9275104074   0.3230636136 +0.1880275132 *i
2022-12-03 00:05:20:171381  ->      34.2    39.9           0.4312107799   0.3605481756   0.8270805743           0.9557930148   0.2255774907 +0.1886120583 *i
2022-12-03 00:05:20:723365  ->      45.5    34.0           0.5913114210   0.3988445896   0.7009092643           0.9222009717   0.3205979169 +0.2162460254 *i
2022-12-03 00:05:21:275422  ->      32.3    37.7           0.4227921537   0.3267709106   0.8452618332           0.9605367857   0.2200811880 +0.1700980720 *i
2022-12-03 00:05:21:827973  ->      38.3    45.0           0.4382499562   0.4382499562   0.7847763705           0.9446630009   0.2319610040 +0.2319610040 *i
2022-12-03 00:05:22:380176  ->      39.7    39.9           0.4900404097   0.4097373812   0.7693995550           0.9405848061   0.2604977279 +0.2178099085 *i
2022-12-03 00:05:22:933598  ->      45.4    36.9           0.5693963054   0.4275148390   0.7021530530           0.9225380895   0.3086031417 +0.2317057929 *i
2022-12-03 00:05:23:485364  ->      39.6    38.8           0.4967687150   0.3994123014   0.7705132428           0.9408807690   0.2639913214 +0.2122544719 *i
2022-12-03 00:05:24:037366  ->      38.8    43.8           0.4522577098   0.4336995508   0.7793379649           0.9432226579   0.2397406943 +0.2299030601 *i
2022-12-03 00:05:24:589643  ->      37.7    60.9           0.2974072357   0.5343353413   0.7912235330           0.9463676698   0.1571309150 +0.2823085352 *i
2022-12-03 00:05:25:141648  ->      35.9    44.9           0.4153509000   0.4139035765   0.8100416404           0.9513258223   0.2183010753 +0.2175403877 *i
2022-12-03 00:05:25:693749  ->      36.6    27.4           0.5293376170   0.2743825591   0.8028174752           0.9494254776   0.2787673332 +0.1444992607 *i
2022-12-03 00:05:26:245945  ->      40.3    51.0           0.4070379970   0.5026500651   0.7626683297           0.9387939949   0.2167877081 +0.2677105242 *i
2022-12-03 00:05:26:798346  ->      39.7    45.8           0.4453266312   0.4579394242   0.7693995550           0.9405848061   0.2367285907 +0.2434333519 *i
2022-12-03 00:05:27:350555  ->      38.5    39.7           0.4789624844   0.3976423158   0.7826081569           0.9440890204   0.2536638358 +0.2105957739 *i
2022-12-03 00:05:27:902817  ->      40.3    53.1           0.3883456652   0.5172278639   0.7626683297           0.9387939949   0.2068322056 +0.2754746338 *i
2022-12-03 00:05:28:454615  ->      34.0    38.2           0.4394455978   0.3458095861   0.8290375726           0.9563047560   0.2297623195 +0.1808051168 *i
2022-12-03 00:05:29:007092  ->      38.9    57.9           0.3336986768   0.5319612720   0.7782431485           0.9429324336   0.1769472896 +0.2820781495 *i
2022-12-03 00:05:29:559362  ->      40.3    42.9           0.4738012600   0.4402833007   0.7626683297           0.9387939949   0.2523457023 +0.2344940973 *i
2022-12-03 00:05:30:111853  ->      42.1    53.0           0.4034728112   0.5354265048   0.7419758410           0.9332673360   0.2161614339 +0.2868559115 *i
2022-12-03 00:05:30:663862  ->      34.2    30.3           0.4853002875   0.2835865910   0.8270805743           0.9557930148   0.2538731085 +0.1483514666 *i
2022-12-03 00:05:31:215901  ->      41.5    40.2           0.5061065613   0.4276932042   0.7489557208           0.9351352097   0.2706060878 +0.2286798742 *i
2022-12-03 00:05:31:768073  ->      39.5    34.5           0.5242087193   0.3602786711   0.7716245834           0.9411760153   0.2784860169 +0.1913981366 *i
2022-12-03 00:05:32:319968  ->      38.3    39.6           0.4775479516   0.3950620232   0.7847763705           0.9446630009   0.2527610117 +0.2091020940 *i
2022-12-03 00:05:32:871673  ->      42.6    45.2           0.4769499641   0.4802913804   0.7360970871           0.9316912276   0.2559592438 +0.2577524432 *i
