


2022-12-02 22:20:21:565089  ->     Device used:genmet0

2022-12-02 22:20:21:565089  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-02 22:22:06:045193  ->      39.5    29.9           0.5514141412   0.3170771943   0.7716245834           0.9411760153   0.2929389042 +0.1684473410 *i
2022-12-02 22:22:06:597221  ->      33.1    62.4           0.2530068733   0.4839575125   0.8377187166           0.9585715197   0.1319707858 +0.2524368305 *i
2022-12-02 22:22:07:149500  ->      41.5    35.5           0.5394492640   0.3847854205   0.7489557208           0.9351352097   0.2884338320 +0.2057378529 *i
2022-12-02 22:22:07:701431  ->      41.5    35.4           0.5401200193   0.3838433183   0.7489557208           0.9351352097   0.2887924728 +0.2052341278 *i
2022-12-02 22:22:08:253655  ->      39.1    62.7           0.2892591781   0.5604293907   0.7760464071           0.9423498308   0.1534775986 +0.2973573998 *i
2022-12-02 22:22:08:805965  ->      32.7    30.9           0.4635612597   0.2774356906   0.8415107819           0.9595599986   0.2415488663 +0.1445640142 *i
2022-12-02 22:22:09:357969  ->      44.5    40.5           0.5329755859   0.4552041538   0.7132504492           0.9255405040   0.2879266675 +0.2459126055 *i
2022-12-02 22:22:09:910372  ->      38.1    61.3           0.2963151260   0.5412306507   0.7869350220           0.9452341038   0.1567416605 +0.2862945003 *i
2022-12-02 22:22:10:462597  ->      38.5    26.8           0.5556477364   0.2806778684   0.7826081569           0.9440890204   0.2942771944 +0.1486501073 *i
2022-12-02 22:22:11:014513  ->      40.3    47.1           0.4402833007   0.4738012600   0.7626683297           0.9387939949   0.2344940973 +0.2523457023 *i
2022-12-02 22:22:11:566157  ->      41.6    59.0           0.3419472784   0.5690958396   0.7477980905           0.9348256764   0.1828936063 +0.3043860764 *i
2022-12-02 22:22:12:117767  ->      34.7    25.7           0.5129646973   0.2468732370   0.8221440410           0.9545009275   0.2687083284 +0.1293205852 *i
2022-12-02 22:22:12:670065  ->      40.8    50.8           0.4129809687   0.5063646959   0.7569950557           0.9372819895   0.2203077480 +0.2701239870 *i
2022-12-02 22:22:13:222582  ->      35.1    54.3           0.3355392613   0.4669522931   0.8181497174           0.9534541723   0.1759598264 +0.2448740100 *i
2022-12-02 22:22:13:775139  ->      43.5    24.8           0.6248727811   0.2887317602   0.7253743710           0.9288095529   0.3363836963 +0.1554310888 *i
2022-12-02 22:22:14:327353  ->      42.5    56.4           0.3738659116   0.5627134339   0.7372773368           0.9320078693   0.2005701475 +0.3018823405 *i
2022-12-02 22:22:14:879586  ->      39.9    48.3           0.4267117659   0.4789307869   0.7671651518           0.9399907318   0.2269765815 +0.2547529304 *i
2022-12-02 22:22:15:431582  ->      38.5    26.3           0.5580759245   0.2758183014   0.7826081569           0.9440890204   0.2955631897 +0.1460764268 *i
2022-12-02 22:22:15:983640  ->      45.3    60.3           0.3521717608   0.6174228235   0.7033947028           0.9228745047   0.1908015440 +0.3345107164 *i
2022-12-02 22:22:16:535675  ->      39.6    44.5           0.4546429470   0.4467763797   0.7705132428           0.9408807690   0.2416049738 +0.2374245465 *i
2022-12-02 22:22:17:088280  ->      36.4    30.1           0.5133971927   0.2976059433   0.8048937974           0.9499720515   0.2702169984 +0.1566393152 *i
2022-12-02 22:22:17:640188  ->      39.5    62.1           0.2976399635   0.5621440691   0.7716245834           0.9411760153   0.1581213071 +0.2986391812 *i
2022-12-02 22:22:18:192464  ->      38.6    36.5           0.5015098940   0.3710978003   0.7815204724           0.9438009516   0.2656862621 +0.1965974921 *i
2022-12-02 22:22:18:744525  ->      39.5    34.3           0.5254631329   0.3584466463   0.7716245834           0.9411760153   0.2791524244 +0.1904248730 *i
2022-12-02 22:22:19:296923  ->      37.2    62.6           0.2782363825   0.5367723960   0.7965299180           0.9477684100   0.1467850055 +0.2831769820 *i
2022-12-02 22:22:19:849191  ->      40.6    31.9           0.5524888855   0.3438940437   0.7592713073           0.9378889346   0.2945385456 +0.1833340980 *i
2022-12-02 22:22:20:401555  ->      39.7    40.7           0.4842718153   0.4165394742   0.7693995550           0.9405848061   0.2574312344 +0.2214257936 *i
2022-12-02 22:22:20:953864  ->      39.6    61.3           0.3061059777   0.5591140073   0.7705132428           0.9408807690   0.1626699088 +0.2971226672 *i
2022-12-02 22:22:21:506113  ->      41.7    26.7           0.5942977655   0.2989006368   0.7466381823           0.9345154312   0.3179710819 +0.1599227936 *i
2022-12-02 22:22:22:058372  ->      38.1    45.9           0.4294031615   0.4431096886   0.7869350220           0.9452341038   0.2271411705 +0.2343915051 *i
2022-12-02 22:22:22:610446  ->      41.3    59.7           0.3329890733   0.5698425035   0.7512641335           0.9357521396   0.1779258947 +0.3044836765 *i
2022-12-02 22:22:23:162450  ->      43.7    25.3           0.6246147317   0.2952540310   0.7229671459           0.9281613938   0.3364795907 +0.1590531738 *i
2022-12-02 22:22:23:714719  ->      44.6    50.9           0.4428309436   0.5449033540   0.7120260460           0.9252097184   0.2393138198 +0.2944755892 *i
2022-12-02 22:22:24:267550  ->      45.9    55.2           0.4098444214   0.5896888415   0.6959127966           0.9208454801   0.2225370218 +0.3201888124 *i
2022-12-02 22:22:24:819695  ->      39.8    24.7           0.5815448965   0.2674807670   0.7682835236           0.9402881270   0.3092376048 +0.1422334066 *i
2022-12-02 22:22:25:371822  ->      38.3    57.5           0.3330070310   0.5227163337   0.7847763705           0.9446630009   0.1762570518 +0.2766681521 *i
2022-12-02 22:22:25:923889  ->      35.4    48.1           0.3868628257   0.4311656651   0.8151277957           0.9526614813   0.2030431760 +0.2262953177 *i
2022-12-02 22:22:26:476265  ->      44.0    26.3           0.6227518029   0.3077831114   0.7193398003           0.9271838546   0.3358297277 +0.1659773894 *i
2022-12-02 22:22:27:028436  ->      42.2    61.0           0.3256566038   0.5875000651   0.7408045963           0.9329535348   0.1745299158 +0.3148603029 *i
2022-12-02 22:22:27:580481  ->      36.0    42.8           0.4312755935   0.3993655784   0.8090169944           0.9510565163   0.2267349974 +0.2099589097 *i
2022-12-02 22:22:28:132376  ->      34.4    30.2           0.4882867450   0.2841896719   0.8251134983           0.9552783621   0.2555730164 +0.1487470476 *i
2022-12-02 22:22:28:684551  ->      36.4    62.1           0.2776783894   0.5244432162   0.8048937974           0.9499720515   0.1461508204 +0.2760308661 *i
2022-12-02 22:22:29:237008  ->      38.5    37.6           0.4932118994   0.3798242950   0.7826081569           0.9440890204   0.2612104838 +0.2011591528 *i
2022-12-02 22:22:29:789127  ->      41.3    34.4           0.5445762851   0.3728791646   0.7512641335           0.9357521396   0.2909831899 +0.1992403484 *i
2022-12-02 22:22:30:341529  ->      38.0    62.5           0.2842808325   0.5460983982   0.7880107536           0.9455185756   0.1503306438 +0.2887824799 *i
2022-12-02 22:22:30:893914  ->      38.4    30.6           0.5346479995   0.3161899455   0.7836934573           0.9443763702   0.2830693441 +0.1674067434 *i
2022-12-02 22:22:31:446120  ->      39.1    40.8           0.4774184679   0.4120965670   0.7760464071           0.9423498308   0.2533127573 +0.2186537067 *i
2022-12-02 22:22:31:998552  ->      40.3    60.7           0.3165275681   0.5640454924   0.7626683297           0.9387939949   0.1685820157 +0.3004096189 *i
2022-12-02 22:22:32:550981  ->      39.9    26.6           0.5735549058   0.2872149019   0.7671651518           0.9399907318   0.3050854048 +0.1527753903 *i
2022-12-02 22:22:33:103094  ->      39.2    47.4           0.4278054471   0.4652349287   0.7749444887           0.9420574528   0.2270591066 +0.2469249234 *i
2022-12-02 22:22:33:655338  ->      38.2    57.9           0.3286213429   0.5238673081   0.7858568932           0.9449489122   0.1738831267 +0.2771934553 *i
2022-12-02 22:22:34:207528  ->      41.6    24.7           0.6031823935   0.2774329037   0.7477980905           0.9348256764   0.3226175792 +0.1483875073 *i
2022-12-02 22:22:34:759620  ->      38.1    52.4           0.3764814552   0.4888711335   0.7869350220           0.9452341038   0.1991472026 +0.2585979132 *i
2022-12-02 22:22:35:311751  ->      39.3    52.7           0.3838214618   0.5038376875   0.7738402097           0.9417643574   0.2037778658 +0.2674966851 *i
2022-12-02 22:22:35:864664  ->      37.2    24.8           0.5488414600   0.2536003578   0.7965299180           0.9477684100   0.2895440775 +0.1337881465 *i
2022-12-02 22:22:36:416881  ->      38.3    57.5           0.3330070310   0.5227163337   0.7847763705           0.9446630009   0.1762570518 +0.2766681521 *i
2022-12-02 22:22:36:969203  ->      32.8    47.9           0.3631756039   0.4019344049   0.8405666035           0.9593139745   0.1892892283 +0.2094905399 *i
2022-12-02 22:22:37:521043  ->      41.0    27.1           0.5840321482   0.2988643495   0.7547095802           0.9366721892   0.3117590951 +0.1595351890 *i
2022-12-02 22:22:38:073033  ->      37.5    60.5           0.2997684701   0.5298389772   0.7933533403           0.9469301295   0.1582843659 +0.2797666695 *i
2022-12-02 22:22:38:625518  ->      38.0    39.9           0.4723140292   0.3949158265   0.7880107536           0.9455185756   0.2497645426 +0.2088355727 *i
2022-12-02 22:22:39:177978  ->      34.9    31.4           0.4883555664   0.2980935109   0.8201518759           0.9539790029   0.2559571882 +0.1562369350 *i
2022-12-02 22:22:39:730449  ->      39.6    62.5           0.2943296433   0.5654019842   0.7705132428           0.9408807690   0.1564117649 +0.3004642049 *i
2022-12-02 22:22:40:282455  ->      43.6    33.6           0.5743987660   0.3816296277   0.7241718614           0.9284858269   0.3093201583 +0.2055118219 *i
2022-12-02 22:22:40:834368  ->      42.4    35.9           0.5462130122   0.3953922802   0.7384553406           0.9323238012   0.2929309600 +0.2120466514 *i
2022-12-02 22:22:41:391695  ->      36.7    60.4           0.2951920806   0.5196320350   0.8017756442           0.9491511061   0.1555032064 +0.2737351470 *i
2022-12-02 22:22:41:943861  ->      41.2    26.4           0.5899958958   0.2928765061   0.7524149089           0.9360595357   0.3151487022 +0.1564411744 *i
2022-12-02 22:22:42:496052  ->      39.6    47.9           0.4273460103   0.4729532009   0.7705132428           0.9408807690   0.2270989186 +0.2513353532 *i
2022-12-02 22:22:43:048195  ->      31.8    56.5           0.2908463932   0.4394209667   0.8498926930           0.9617413095   0.1512082253 +0.2284507083 *i
2022-12-02 22:22:43:600409  ->      43.3    24.5           0.6240681400   0.2844042366   0.7277727577           0.9294548826   0.3357172853 +0.1529951814 *i
2022-12-02 22:22:44:152496  ->      39.4    54.0           0.3730852348   0.5135077720   0.7727335735           0.9414705448   0.1981396215 +0.2727157928 *i
2022-12-02 22:22:44:704526  ->      41.9    51.0           0.4202806450   0.5190033734   0.7443115462           0.9338928060   0.2250154634 +0.2778709559 *i
2022-12-02 22:22:45:256884  ->      41.3    25.3           0.5966959908   0.2820569027   0.7512641335           0.9357521396   0.3188322877 +0.1507113319 *i
2022-12-02 22:22:45:809059  ->      37.2    57.9           0.3212831108   0.5121691638   0.7965299180           0.9477684100   0.1694945239 +0.2701974229 *i
2022-12-02 22:22:46:361185  ->      38.2    46.0           0.4295825682   0.4448457716   0.7858568932           0.9449489122   0.2273046525 +0.2353808581 *i
2022-12-02 22:22:46:913273  ->      38.0    28.1           0.5430915278   0.2899838697   0.7880107536           0.9455185756   0.2871924158 +0.1533464689 *i
2022-12-02 22:22:47:465598  ->      33.0    61.7           0.2582069447   0.4795423362   0.8386705679           0.9588197349   0.1346483261 +0.2500690791 *i
2022-12-02 22:22:48:018071  ->      38.8    39.4           0.4841978023   0.3977245588   0.7793379649           0.9432226579   0.2566720584 +0.2108328057 *i
2022-12-02 22:22:48:570220  ->      38.6    31.9           0.5296561141   0.3296818952   0.7815204724           0.9438009516   0.2805973618 +0.1746564753 *i
2022-12-02 22:22:49:122254  ->      43.2    62.6           0.3150284308   0.6077514525   0.7289686274           0.9297764859   0.1694108399 +0.3268266415 *i
2022-12-02 22:22:49:674240  ->      44.2    34.4           0.5752403369   0.3938752791   0.7169106077           0.9265286309   0.3104277179 +0.2125542946 *i
2022-12-02 22:22:50:226169  ->      42.6    36.4           0.5448132696   0.4016709843   0.7360970871           0.9316912276   0.2923786623 +0.2155601407 *i
2022-12-02 22:22:50:778234  ->      43.7    62.4           0.3200830818   0.6122624655   0.7229671459           0.9281613938   0.1724285690 +0.3298254321 *i
2022-12-02 22:22:51:330424  ->      36.3    30.1           0.5121810426   0.2969009657   0.8059282822           0.9502442534   0.2694996791 +0.1562234997 *i
2022-12-02 22:22:51:882600  ->      39.6    42.9           0.4669404172   0.4339078122   0.7705132428           0.9408807690   0.2481400580 +0.2305859714 *i
2022-12-02 22:22:52:435165  ->      42.1    60.3           0.3321686799   0.5823536893   0.7419758410           0.9332673360   0.1779600909 +0.3119972525 *i
2022-12-02 22:22:52:987454  ->      36.8    25.7           0.5397663999   0.2597720254   0.8007313709           0.9488760116   0.2844240940 +0.1368840724 *i
2022-12-02 22:22:53:539652  ->      37.7    48.1           0.4083976660   0.4551666368   0.7912235330           0.9463676698   0.2157711421 +0.2404808677 *i
2022-12-02 22:22:54:092206  ->      38.0    57.4           0.3317004164   0.5186654856   0.7880107536           0.9455185756   0.1754066102 +0.2742756721 *i
2022-12-02 22:22:54:644040  ->      39.4    24.8           0.5761940648   0.2662390356   0.7727335735           0.9414705448   0.3060074837 +0.1413953081 *i
2022-12-02 22:22:55:196286  ->      42.3    54.2           0.3936838351   0.5458560994   0.7396310950           0.9326390231   0.2110590622 +0.2926406069 *i
2022-12-02 22:22:55:748402  ->      44.0    52.1           0.4267183561   0.5481438645   0.7193398003           0.9271838546   0.2301152862 +0.2955961009 *i
2022-12-02 22:22:56:300389  ->      39.7    25.3           0.5774988371   0.2729824497   0.7693995550           0.9405848061   0.3069892440 +0.1451131508 *i
2022-12-02 22:22:56:852835  ->      35.3    58.9           0.2984827223   0.4948004633   0.8161375901           0.9529264374   0.1566137273 +0.2596215426 *i
2022-12-02 22:22:57:404878  ->      42.6    47.1           0.4607635983   0.4958406850   0.7360970871           0.9316912276   0.2472726933 +0.2660971094 *i
2022-12-02 22:22:57:956838  ->      36.9    27.4           0.5330623136   0.2763132585   0.7996846585           0.9486001946   0.2809731205 +0.1456426322 *i
2022-12-02 22:22:58:508974  ->      37.9    61.3           0.2949941872   0.5388179067   0.7890840848           0.9458023273   0.1559491760 +0.2848469977 *i
2022-12-02 22:22:59:061536  ->      44.6    39.2           0.5441296386   0.4437813044   0.7120260460           0.9252097184   0.2940574595 +0.2398274119 *i
